1,13.766021279945763
2,24.424568738184337
4,23.16135226287185
5,27.448401110399256
6,28.034673232208952
7,19.45734256052902
8,28.26428093432213
10,27.35190166608589
12,28.30861179821669
14,22.328538166354726
15,17.727357332150504
17,21.010952408240236
20,28.482519000622915
21,28.76325324496399
22,28.03898520930577
26,28.121573186568245
27,28.646243767070228
29,26.889858356331306
30,27.168715539369433
33,20.959993171301523
34,15.23753419409401
37,29.159224718352768
45,22.4690110984265
46,26.729670944861912
49,25.24065539844694
51,17.25638966954858
52,24.72768344910455
54,20.450307152680487
55,27.586530178271712
56,29.058739689538918
59,13.963389578886744
60,26.01271544062808
61,27.855764251585995
63,22.877453790613288
64,23.00469985270092
65,21.786886167922802
66,25.742777050509545
68,23.026371734610706
73,28.443949707288706
74,16.931670424698023
76,17.363630920305052
78,27.73067805070528
81,29.141507021062047
85,29.229692376532046
89,13.317888553859849
90,15.638640052426833
92,21.67598345747021
96,27.27948631611305
97,19.544229310420842
100,12.777593084621506
101,22.429711056016423
102,27.740447744577622
103,23.620758819481257
106,28.043791936567995
107,27.214874449496655
108,27.53547443046006
112,23.052672414296147
113,28.059852455166812
114,22.137954117680003
116,27.860744436425566
120,18.236375730733155
122,27.89041714620655
124,28.506646295367165
126,17.912274721567854
132,27.32812250518959
133,28.657668374578357
134,24.947311639821358
135,29.303161103404207
136,27.495682970085586
137,27.898619900668205
138,24.795592368566627
140,19.92031250795965
141,26.984359108640877
142,27.822818274697042
144,14.256779176717576
145,27.650467517088607
146,25.148155112272097
150,27.15138663385315
153,14.705765065312537
154,22.844936137848393
155,24.668450678028105
156,25.084569191664507
158,26.753592353437355
159,20.740916340790058
162,25.55670088027361
164,23.503195552914658
167,15.263406097863326
168,27.571516890515426
170,27.565662983120696
171,23.684263560834136
173,28.06200427155993
175,27.09785221973221
176,14.191428125045855
179,28.832318498116894
181,16.859037507174037
186,19.472196340732225
190,26.674913342874245
191,27.56972863403064
194,28.78876084890608
196,14.995740647104626
198,18.546179016584738
199,27.8729103171556
200,28.645693931771582
206,28.688589688131447
210,14.220877540933369
212,17.562936569499108
214,22.00236228753185
215,26.54024169994245
216,21.087662254909016
218,17.26755599954541
219,29.724122592940535
220,19.6892384476717
221,14.550139482303402
223,22.850847245494364
224,27.725600656065588
225,20.727435511786627
229,19.92179579072067
230,15.447271513871115
231,19.381851831297553
232,12.740793837692946
233,27.52666022410647
235,23.304442614845748
236,26.660623473678335
238,26.580278149148718
241,27.43790768708899
245,17.525859570055488
246,15.496559711613504
250,14.56191700781507
253,19.00289868771462
254,21.60307928055837
259,20.796014368115568
260,20.59109066459284
261,26.06289655693067
263,19.49001432470567
269,23.20392163453533
271,28.11482305358991
274,24.542902380444367
280,20.912862998386963
281,21.34254577568716
282,28.688054024969478
284,17.228391684947734
286,24.92278238451322
287,24.13621504395457
289,13.922438937120676
293,18.860226942344173
294,23.17016843932713
295,29.1914738054631
296,17.567999817850165
298,28.628972485337
299,23.74868914513255
302,20.565264863526714
303,15.444899979235224
304,13.321293076720654
308,28.036928839116165
309,28.832318498116894
310,27.531472491919022
312,20.869623531271255
317,23.359048195209873
319,26.40586752042254
320,26.54024169994245
322,28.877689469908212
324,25.51454963580362
326,22.987968382469507
327,28.70499379546709
328,29.095033342566403
330,28.39416956769505
331,27.950533164869704
332,16.529231563325105
334,28.72452949034083
341,15.987628731082589
342,28.377988695666332
346,19.35902564617955
347,17.89720622881693
348,29.443916278608043
350,28.909722873118675
352,24.707947884058463
356,21.913230630162424
357,24.371353595834282
358,18.363068941983542
361,28.817204024420256
362,21.535666513242315
363,28.389904679487625
365,15.5429055040308
369,29.31866335602213
371,24.007442832579308
372,21.468362473652547
374,21.635331861311442
376,22.54738596137203
378,28.03467282886792
379,14.18067814344522
386,24.192652643970423
388,24.9408158606752
389,16.55608334494685
390,24.96106329957767
391,14.890492375371988
392,14.783881090166293
393,15.634126785522653
394,24.65223394579215
397,25.173926485891204
